Feature,Language,Term
118,Lahnda,sejja
119,Lahnda,derya
120,Lahnda,serek
121,Lahnda,jer
122,Lahnda,ressi
123,Lahnda,seri
124,Lahnda,manen
125,Lahnda,lun
126,Lahnda,ret
127,Lahnda,akhen
128,Lahnda,khujlawen
129,Lahnda,semunder
130,Lahnda,dekhen
131,Lahnda,bij
132,Lahnda,siwen
133,Lahnda,tez
134,Lahnda,chota
135,Lahnda,gawen
136,Lahnda,baethen
137,Lahnda,cemri
138,Lahnda,esman
139,Lahnda,semmen
140,Lahnda,chota
141,Lahnda,sunnen
142,Lahnda,dhu
143,Lahnda,saf
144,Lahnda,sep
145,Lahnda,"berf,berref"
146,Lahnda,kujh
147,Lahnda,thukken
148,Lahnda,toren
149,Lahnda,nicoren
150,Lahnda,cipkawen
151,Lahnda,kherowen
152,Lahnda,tara
153,Lahnda,cheri
154,Lahnda,petther
155,Lahnda,siddha
156,Lahnda,chusen
157,Lahnda,surej
158,Lahnda,sujjen
159,Lahnda,taeren
160,Lahnda,puch
161,Lahnda,o
162,Lahnda,uttha
163,Lahnda,o
164,Lahnda,mota
165,Lahnda,petla
166,Lahnda,socan
167,Lahnda,e
168,Lahnda,tu
169,Lahnda,trae
170,Lahnda,sutten
171,Lahnda,bennen
172,Lahnda,jibh
173,Lahnda,dend
174,Lahnda,drext
175,Lahnda,ultawen
176,Lahnda,du
177,Lahnda,ulti keren
178,Lahnda,turen
179,Lahnda,germi
180,Lahnda,dhowen
181,Lahnda,pani
182,Lahnda,essa
183,Lahnda,sinna
184,Lahnda,ke
185,Lahnda,kere wele
186,Lahnda,kittha
187,Lahnda,sefed
188,Lahnda,kon
189,Lahnda,cora
190,Lahnda,kwar
191,Lahnda,hewa
192,Lahnda,per
193,Lahnda,saf keren
194,Lahnda,nal
195,Lahnda,trimmet
196,Lahnda,jengel
197,Lahnda,kira
198,Lahnda,tussa
199,Lahnda,sal
200,Lahnda,pila
1,Latvian,viss
2,Latvian,un
3,Latvian,"dzivnieks,kustonis"
4,Latvian,pelni
5,Latvian,"uz,pie"
6,Latvian,mugura
7,Latvian,slikts
8,Latvian,miza
9,Latvian,tapec ka
10,Latvian,veders
11,Latvian,liels
12,Latvian,putns
13,Latvian,kost
14,Latvian,melns
15,Latvian,asinis
16,Latvian,pust
17,Latvian,kauls
18,Latvian,elpot
19,Latvian,dedzinat
20,Latvian,berns
21,Latvian,makonis
22,Latvian,auksts
23,Latvian,"nakt,braukt"
24,Latvian,skaitit
25,Latvian,griezt
26,Latvian,diena
27,Latvian,mirst
28,Latvian,rakt
29,Latvian,netirs
30,Latvian,suns
31,Latvian,dzert
32,Latvian,sauss
33,Latvian,neass
34,Latvian,putekli
35,Latvian,auss
36,Latvian,zeme
37,Latvian,est
38,Latvian,ola
39,Latvian,acs
40,Latvian,krist
41,Latvian,tals
42,Latvian,"tauks,trekns"
43,Latvian,tevs
44,Latvian,baidities
45,Latvian,spalva
46,Latvian,"mazliet,drusku,dazi"
47,Latvian,"kauties,sisties,cinities"
48,Latvian,uguns
49,Latvian,zivs
50,Latvian,pieci
51,Latvian,peldet
52,Latvian,plust
53,Latvian,puke
54,Latvian,lidot
55,Latvian,migla
56,Latvian,kaja
57,Latvian,cetri
58,Latvian,salt
59,Latvian,auglis
60,Latvian,dot
61,Latvian,labs
62,Latvian,zale
63,Latvian,zals
64,Latvian,zarnas
65,Latvian,mats
66,Latvian,roka
67,Latvian,vins
68,Latvian,galva
69,Latvian,dzirdet
70,Latvian,sirds
71,Latvian,smags
72,Latvian,seit
73,Latvian,iesist
74,Latvian,turet
75,Latvian,ka
76,Latvian,medit
77,Latvian,virs
78,Latvian,es
79,Latvian,ledus
80,Latvian,ja
81,Latvian,
82,Latvian,"nogalinat,nonavet"
83,Latvian,zinat
84,Latvian,ezers
85,Latvian,smieties
86,Latvian,lapa
87,Latvian,kreisais
88,Latvian,kaja
89,Latvian,gulet
90,Latvian,dzivot
91,Latvian,aknas
92,Latvian,gars
93,Latvian,uts
94,Latvian,virietis
95,Latvian,daudz
96,Latvian,gala
97,Latvian,mate
98,Latvian,kalns
99,Latvian,mute
100,Latvian,vards
101,Latvian,saurs
102,Latvian,tuvu
103,Latvian,kakls
104,Latvian,jauns
105,Latvian,nakts
106,Latvian,deguns
107,Latvian,ne
108,Latvian,vecs
109,Latvian,viens
110,Latvian,cits
111,Latvian,persona
112,Latvian,spelet
113,Latvian,vilkt
114,Latvian,grust
115,Latvian,lit
116,Latvian,sarkans
117,Latvian,pareizs
118,Latvian,labais
119,Latvian,upe
120,Latvian,cels
121,Latvian,sakne
122,Latvian,virve
123,Latvian,"sapuvis,satrudejis"
124,Latvian,berzt
125,Latvian,sals
126,Latvian,smiltis
127,Latvian,"sacit,teikt,runat"
128,Latvian,kasit
129,Latvian,jura
130,Latvian,redzet
131,Latvian,sekla
132,Latvian,sut
133,Latvian,ass
134,Latvian,iss
135,Latvian,dziedat
136,Latvian,sedet
137,Latvian,ada
138,Latvian,debess
139,Latvian,gulet
140,Latvian,mazs
141,Latvian,ost
142,Latvian,dumi
143,Latvian,"gluds,lidzens"
144,Latvian,cuska
145,Latvian,sniegs
146,Latvian,"kads,dazi,drusku"
147,Latvian,splauties
148,Latvian,"saskaldit,saskelt"
149,Latvian,spiest
150,Latvian,"iedurt,iespraust"
151,Latvian,stavet
152,Latvian,zvaigzne
153,Latvian,"nuja,koks"
154,Latvian,akmens
155,Latvian,taisni
156,Latvian,"zist,sukt"
157,Latvian,saule
158,Latvian,"pampt,tukt"
159,Latvian,peldeties
160,Latvian,aste
161,Latvian,tas
162,Latvian,tur
163,Latvian,vini
164,Latvian,biezs
165,Latvian,tievs
166,Latvian,domat
167,Latvian,sis
168,Latvian,tu
169,Latvian,tris
170,Latvian,"mest,sviest"
171,Latvian,siet
172,Latvian,mele
173,Latvian,zobs
174,Latvian,koks
175,Latvian,"pagriezt,paverst"
176,Latvian,divi
177,Latvian,vemt
178,Latvian,"iet,staigat"
179,Latvian,silts
180,Latvian,mazgat
181,Latvian,udens
182,Latvian,mes
183,Latvian,slaps
184,Latvian,kas
185,Latvian,kad
186,Latvian,kur
187,Latvian,balts
188,Latvian,"kas,kurs"
189,Latvian,plats
190,Latvian,sieva
191,Latvian,vejs
192,Latvian,sparns
193,Latvian,slaucit
194,Latvian,ar
195,Latvian,sieviete
196,Latvian,meza
197,Latvian,tarps
198,Latvian,jus
199,Latvian,gads
200,Latvian,dzeltens
1,Lithuanian O,"visas,visi"
2,Lithuanian O,ir
3,Lithuanian O,gyvulys
4,Lithuanian O,pelenai
5,Lithuanian O,ant
6,Lithuanian O,pecai
7,Lithuanian O,"blogas,negeras"
8,Lithuanian O,medzio zieve
9,Lithuanian O,"todel kad,uztai kad"
10,Lithuanian O,pilvas
11,Lithuanian O,didelis
12,Lithuanian O,paukstis
13,Lithuanian O,kasti
14,Lithuanian O,juodas
15,Lithuanian O,kraujas
16,Lithuanian O,pusti
17,Lithuanian O,kaulas
18,Lithuanian O,kvepuoti
19,Lithuanian O,deginti
20,Lithuanian O,vaikas
21,Lithuanian O,debesis
22,Lithuanian O,saltas
23,Lithuanian O,ateiti
24,Lithuanian O,rokuoti
25,Lithuanian O,kirsti
26,Lithuanian O,diena
27,Lithuanian O,mirti
28,Lithuanian O,kasti
29,Lithuanian O,purvinas
30,Lithuanian O,suo
31,Lithuanian O,gerti
32,Lithuanian O,sausas
33,Lithuanian O,"atbukes,ne astrus"
34,Lithuanian O,dulkes
35,Lithuanian O,ausis
36,Lithuanian O,zeme
37,Lithuanian O,valgyti
38,Lithuanian O,kiausinis
39,Lithuanian O,akis
40,Lithuanian O,pulti
41,Lithuanian O,tolus
42,Lithuanian O,taukai
43,Lithuanian O,tevas
44,Lithuanian O,bijoti
45,Lithuanian O,plunkena
46,Lithuanian O,keli
47,Lithuanian O,mustis
48,Lithuanian O,ugnis
49,Lithuanian O,zuvis
50,Lithuanian O,penki
51,Lithuanian O,plaukyti
52,Lithuanian O,"teketi,begti"
53,Lithuanian O,kvietka
54,Lithuanian O,skristi
55,Lithuanian O,ukas
56,Lithuanian O,koja
57,Lithuanian O,keturi
58,Lithuanian O,saldyti
59,Lithuanian O,vaisius
60,Lithuanian O,duoti
61,Lithuanian O,geras
62,Lithuanian O,zole
63,Lithuanian O,zalias
64,Lithuanian O,
65,Lithuanian O,plaukai
66,Lithuanian O,ranka
67,Lithuanian O,jis
68,Lithuanian O,galva
69,Lithuanian O,girdeti
70,Lithuanian O,sirdis
71,Lithuanian O,sunkus
72,Lithuanian O,"cia,sicia"
73,Lithuanian O,suduoti
74,Lithuanian O,laikyti
75,Lithuanian O,kaip
76,Lithuanian O,medzioti
77,Lithuanian O,vyras
78,Lithuanian O,as
79,Lithuanian O,ledas
80,Lithuanian O,"jei,jeigu"
81,Lithuanian O,i
82,Lithuanian O,"uzmusti,naikinti"
83,Lithuanian O,zinoti
84,Lithuanian O,azeras
85,Lithuanian O,juoktis
86,Lithuanian O,"lapas,lakstas"
87,Lithuanian O,kairinis
88,Lithuanian O,koja
89,Lithuanian O,guleti
90,Lithuanian O,gyventi
91,Lithuanian O,kepenys
92,Lithuanian O,ilgas
93,Lithuanian O,utele
94,Lithuanian O,vyras
95,Lithuanian O,daug
96,Lithuanian O,mesa
97,Lithuanian O,motina
98,Lithuanian O,kalnas
99,Lithuanian O,burna
100,Lithuanian O,vardas
101,Lithuanian O,siauras
102,Lithuanian O,"arti,netoli"
103,Lithuanian O,kaklas
104,Lithuanian O,naujas
105,Lithuanian O,naktis
106,Lithuanian O,nosis
107,Lithuanian O,ne
108,Lithuanian O,senas
109,Lithuanian O,vienas
110,Lithuanian O,kitas
111,Lithuanian O,zmogus
112,Lithuanian O,bovytis
113,Lithuanian O,traukti
114,Lithuanian O,stumdyti
115,Lithuanian O,lyti
116,Lithuanian O,raudonas
117,Lithuanian O,teisingas
118,Lithuanian O,teisa
119,Lithuanian O,upe
120,Lithuanian O,kelias
121,Lithuanian O,saknis
122,Lithuanian O,virve
123,Lithuanian O,supuves
124,Lithuanian O,trinti
125,Lithuanian O,druska
126,Lithuanian O,smelis
127,Lithuanian O,sakyti
128,Lithuanian O,draskyti
129,Lithuanian O,mares
130,Lithuanian O,matyti
131,Lithuanian O,sekla
132,Lithuanian O,siuti
133,Lithuanian O,astrus
134,Lithuanian O,trumpas
135,Lithuanian O,dainuoti
136,Lithuanian O,sedeti
137,Lithuanian O,skuras
138,Lithuanian O,dangus
139,Lithuanian O,miegoti
140,Lithuanian O,mazas
141,Lithuanian O,kvepenti
142,Lithuanian O,dumai
143,Lithuanian O,lygus
144,Lithuanian O,gyvate
145,Lithuanian O,sniegas
146,Lithuanian O,keli
147,Lithuanian O,spiausti
148,Lithuanian O,skelti
149,Lithuanian O,spaudyti
150,Lithuanian O,"smiegti,durti"
151,Lithuanian O,stoveti
152,Lithuanian O,zvaigzde
153,Lithuanian O,malkas
154,Lithuanian O,akmuo
155,Lithuanian O,tiesus
156,Lithuanian O,ciulpti
157,Lithuanian O,saule
158,Lithuanian O,"issipusti,pasipusti"
159,Lithuanian O,plaukti
160,Lithuanian O,vuodega
161,Lithuanian O,tas
162,Lithuanian O,tenai
163,Lithuanian O,jie
164,Lithuanian O,storas
165,Lithuanian O,plonas
166,Lithuanian O,mislyti
167,Lithuanian O,sis
168,Lithuanian O,tu
169,Lithuanian O,trys
170,Lithuanian O,mesti
171,Lithuanian O,risti
172,Lithuanian O,liezuvis
173,Lithuanian O,dantis
174,Lithuanian O,medis
175,Lithuanian O,kreipti
176,Lithuanian O,"du,dvi"
177,Lithuanian O,vemti
178,Lithuanian O,vaikscioti
179,Lithuanian O,siltas
180,Lithuanian O,"mazgoti,skalbti"
181,Lithuanian O,vanduo
182,Lithuanian O,mes
183,Lithuanian O,slapias
184,Lithuanian O,ka
185,Lithuanian O,kada
186,Lithuanian O,kur
187,Lithuanian O,baltas
188,Lithuanian O,kas
189,Lithuanian O,platus
190,Lithuanian O,"pati,zmona"
191,Lithuanian O,vejas
192,Lithuanian O,sparnas
193,Lithuanian O,nusluostyti
194,Lithuanian O,su
195,Lithuanian O,zmona
196,Lithuanian O,"miskas,giria"
197,Lithuanian O,kirmele
198,Lithuanian O,jus
199,Lithuanian O,metai
200,Lithuanian O,geltonas
1,Lithuanian ST,visas
2,Lithuanian ST,ir
3,Lithuanian ST,"gyvulys,zveris"
4,Lithuanian ST,pelenai
5,Lithuanian ST,prie
6,Lithuanian ST,nugara
7,Lithuanian ST,"blogas,negeras"
8,Lithuanian ST,medzio zieve
9,Lithuanian ST,"todel kad,uz tai kad"
10,Lithuanian ST,pilvas
11,Lithuanian ST,didelis
12,Lithuanian ST,paukstis
13,Lithuanian ST,kasti
14,Lithuanian ST,juodas
15,Lithuanian ST,kraujas
16,Lithuanian ST,pusti
17,Lithuanian ST,kaulas
18,Lithuanian ST,"kvepuoti,alsuoti"
19,Lithuanian ST,degti
20,Lithuanian ST,"kudikis,vaikas"
21,Lithuanian ST,debesis
22,Lithuanian ST,saltas
23,Lithuanian ST,ateiti
24,Lithuanian ST,skaiciuoti
25,Lithuanian ST,"piauti,riekti"
26,Lithuanian ST,diena
27,Lithuanian ST,"mirti,dvesti"
28,Lithuanian ST,kasti
29,Lithuanian ST,"nesvarus,purvinas"
30,Lithuanian ST,suo
31,Lithuanian ST,gerti
32,Lithuanian ST,sausas
33,Lithuanian ST,"bukas,neastrus,atsipes"
34,Lithuanian ST,dulkes
35,Lithuanian ST,ausis
36,Lithuanian ST,zeme
37,Lithuanian ST,valgyti
38,Lithuanian ST,kiausinis
39,Lithuanian ST,akis
40,Lithuanian ST,"kristi,nupulti"
41,Lithuanian ST,tolimas
42,Lithuanian ST,taukai
43,Lithuanian ST,tevas
44,Lithuanian ST,bijoti
45,Lithuanian ST,plunksna
46,Lithuanian ST,nedaug
47,Lithuanian ST,kovoti
48,Lithuanian ST,ugnis
49,Lithuanian ST,zuvis
50,Lithuanian ST,penki
51,Lithuanian ST,plaukti
52,Lithuanian ST,teketi
53,Lithuanian ST,gele
54,Lithuanian ST,"skristi,lekti"
55,Lithuanian ST,migla
56,Lithuanian ST,koja
57,Lithuanian ST,keturi
58,Lithuanian ST,saldyti
59,Lithuanian ST,vaisius
60,Lithuanian ST,duoti
61,Lithuanian ST,geras
62,Lithuanian ST,zole
63,Lithuanian ST,zalias
64,Lithuanian ST,"viduriai,zarnos"
65,Lithuanian ST,plaukas
66,Lithuanian ST,ranka
67,Lithuanian ST,jis
68,Lithuanian ST,galva
69,Lithuanian ST,girde ti
70,Lithuanian ST,sirdis
71,Lithuanian ST,sunkus
72,Lithuanian ST,cia
73,Lithuanian ST,musti
74,Lithuanian ST,laikyti
75,Lithuanian ST,kaip
76,Lithuanian ST,medzioti
77,Lithuanian ST,vyras
78,Lithuanian ST,as
79,Lithuanian ST,ledas
80,Lithuanian ST,"jei,jeigu,kad"
81,Lithuanian ST,i
82,Lithuanian ST,uzmusti
83,Lithuanian ST,zinoti
84,Lithuanian ST,ezeras
85,Lithuanian ST,juoktis
86,Lithuanian ST,lapas
87,Lithuanian ST,kairys
88,Lithuanian ST,koja
89,Lithuanian ST,guleti
90,Lithuanian ST,gyventi
91,Lithuanian ST,"kepenos,kepenys"
92,Lithuanian ST,ilgas
93,Lithuanian ST,utele
94,Lithuanian ST,vyras
95,Lithuanian ST,daug
96,Lithuanian ST,mesa
97,Lithuanian ST,motina
98,Lithuanian ST,kalnas
99,Lithuanian ST,burna
100,Lithuanian ST,vardas
101,Lithuanian ST,"siauras,ankstas"
102,Lithuanian ST,arti
103,Lithuanian ST,kaklas
104,Lithuanian ST,naujas
105,Lithuanian ST,naktis
106,Lithuanian ST,nosis
107,Lithuanian ST,ne-
108,Lithuanian ST,senas
109,Lithuanian ST,"nienas,vieneri"
110,Lithuanian ST,kitas
111,Lithuanian ST,asmuo
112,Lithuanian ST,"zaisti,zaisti"
113,Lithuanian ST,traukti
114,Lithuanian ST,stumti
115,Lithuanian ST,lyti
116,Lithuanian ST,raudonas
117,Lithuanian ST,taisyklingas
118,Lithuanian ST,desinys
119,Lithuanian ST,upe
120,Lithuanian ST,kelias
121,Lithuanian ST,saknis
122,Lithuanian ST,virve
123,Lithuanian ST,supuves
124,Lithuanian ST,trinti
125,Lithuanian ST,druska
126,Lithuanian ST,"smelis,smelys"
127,Lithuanian ST,sakyti
128,Lithuanian ST,"kasyti,krapstyti"
129,Lithuanian ST,jura
130,Lithuanian ST,matyti
131,Lithuanian ST,sekla
132,Lithuanian ST,siuti
133,Lithuanian ST,astrus
134,Lithuanian ST,trumpas
135,Lithuanian ST,dainuoti
136,Lithuanian ST,sedeti
137,Lithuanian ST,oda
138,Lithuanian ST,dangus
139,Lithuanian ST,miegoti
140,Lithuanian ST,mazas
141,Lithuanian ST,uzuosti
142,Lithuanian ST,dumai
143,Lithuanian ST,"svelnus,nesiurkstus"
144,Lithuanian ST,"gyvate,zaltys"
145,Lithuanian ST,sniegas
146,Lithuanian ST,"keli,keletas"
147,Lithuanian ST,spiauti
148,Lithuanian ST,skelti
149,Lithuanian ST,suspausti
150,Lithuanian ST,durti
151,Lithuanian ST,stoveti
152,Lithuanian ST,zvaigzde
153,Lithuanian ST,pagalys
154,Lithuanian ST,akmuo
155,Lithuanian ST,tiesus
156,Lithuanian ST,ciulpti
157,Lithuanian ST,saule
158,Lithuanian ST,pusti
159,Lithuanian ST,plaukti
160,Lithuanian ST,uodega
161,Lithuanian ST,tas
162,Lithuanian ST,"ten,tenai"
163,Lithuanian ST,"jie,jos"
164,Lithuanian ST,storas
165,Lithuanian ST,plonas
166,Lithuanian ST,"galvoti,mastyti"
167,Lithuanian ST,"sis,sitas"
168,Lithuanian ST,tu
169,Lithuanian ST,trys
170,Lithuanian ST,mesti
171,Lithuanian ST,risti
172,Lithuanian ST,liezuvis
173,Lithuanian ST,dantis
174,Lithuanian ST,medis
175,Lithuanian ST,"krypti,sukti"
176,Lithuanian ST,"du,dvi"
177,Lithuanian ST,vemti
178,Lithuanian ST,vaikscioti
179,Lithuanian ST,siltas
180,Lithuanian ST,mazgoti
181,Lithuanian ST,vanduo
182,Lithuanian ST,mes
183,Lithuanian ST,slapias
184,Lithuanian ST,kas
185,Lithuanian ST,kada
186,Lithuanian ST,kur
187,Lithuanian ST,baltas
188,Lithuanian ST,kas
189,Lithuanian ST,platus
190,Lithuanian ST,zmona
191,Lithuanian ST,vejas
192,Lithuanian ST,sparnas
193,Lithuanian ST,sluostyti
194,Lithuanian ST,su
195,Lithuanian ST,moteriske
196,Lithuanian ST,miskas
197,Lithuanian ST,"sliekas,kirmele"
198,Lithuanian ST,jus
199,Lithuanian ST,metai
200,Lithuanian ST,geltonas
1,Lusatian L,wsen
2,Lusatian L,i
3,Lusatian L,zwerisco
4,Lusatian L,popel
5,Lusatian L,wu
6,Lusatian L,ksebjat
7,Lusatian L,zly
8,Lusatian L,skora
9,Lusatian L,pseto
10,Lusatian L,bruch
11,Lusatian L,weliki
12,Lusatian L,ptak
13,Lusatian L,kusas
14,Lusatian L,carny
15,Lusatian L,ksej
16,Lusatian L,dus
17,Lusatian L,kosc
18,Lusatian L,dychas
19,Lusatian L,palis
20,Lusatian L,zese
21,Lusatian L,kurawa
22,Lusatian L,chlodny
23,Lusatian L,psis
24,Lusatian L,licys
25,Lusatian L,rezas
26,Lusatian L,zen
27,Lusatian L,mres
28,Lusatian L,kopas
29,Lusatian L,mazany
30,Lusatian L,pjas
31,Lusatian L,pis
32,Lusatian L,suchy
33,Lusatian L,tupy
34,Lusatian L,proch
35,Lusatian L,hucho
36,Lusatian L,zemja
37,Lusatian L,jesc
38,Lusatian L,jajo
39,Lusatian L,woko
40,Lusatian L,padas
41,Lusatian L,daloki
42,Lusatian L,tuk
43,Lusatian L,
44,Lusatian L,bojas se
45,Lusatian L,pero
46,Lusatian L,
47,Lusatian L,wojowas
48,Lusatian L,hogen
49,Lusatian L,ryba
50,Lusatian L,pes
51,Lusatian L,
52,Lusatian L,sac
53,Lusatian L,kwet
54,Lusatian L,leses
55,Lusatian L,mla
56,Lusatian L,noga
57,Lusatian L,styri
58,Lusatian L,marznus
59,Lusatian L,
60,Lusatian L,das
61,Lusatian L,dobry
62,Lusatian L,tsawa
63,Lusatian L,zeleny
64,Lusatian L,crowo
65,Lusatian L,los
66,Lusatian L,ruka
67,Lusatian L,won
68,Lusatian L,glowa
69,Lusatian L,slysas
70,Lusatian L,hutsoba
71,Lusatian L,sezki
72,Lusatian L,tu
73,Lusatian L,deris
74,Lusatian L,zarzas
75,Lusatian L,kak
76,Lusatian L,lojs
77,Lusatian L,muz
78,Lusatian L,ja
79,Lusatian L,lod
80,Lusatian L,joli az
81,Lusatian L,w
82,Lusatian L,zabis
83,Lusatian L,znas
84,Lusatian L,jazor
85,Lusatian L,smjas se
86,Lusatian L,list
87,Lusatian L,lewy
88,Lusatian L,gizla
89,Lusatian L,lazas
90,Lusatian L,zywis se
91,Lusatian L,jetsa
92,Lusatian L,dlujki
93,Lusatian L,wes
94,Lusatian L,clowek
95,Lusatian L,mlogi
96,Lusatian L,meso
97,Lusatian L,mas
98,Lusatian L,gora
99,Lusatian L,husta
100,Lusatian L,me
101,Lusatian L,huzki
102,Lusatian L,blizki
103,Lusatian L,syja
104,Lusatian L,nowy
105,Lusatian L,noc
106,Lusatian L,nos
107,Lusatian L,ne
108,Lusatian L,stary
109,Lusatian L,jaden
110,Lusatian L,drugi
111,Lusatian L,wosoba
112,Lusatian L,gras
113,Lusatian L,lac
114,Lusatian L,tluc
115,Lusatian L,desc
116,Lusatian L,cerweny
117,Lusatian L,psawy
118,Lusatian L,
119,Lusatian L,reka
120,Lusatian L,pus
121,Lusatian L,koren
122,Lusatian L,powez
123,Lusatian L,gnily
124,Lusatian L,tres
125,Lusatian L,sol
126,Lusatian L,pesk
127,Lusatian L,rac
128,Lusatian L,skrabas
129,Lusatian L,moro
130,Lusatian L,wizes
131,Lusatian L,seme
132,Lusatian L,sys
133,Lusatian L,wotsy
134,Lusatian L,krotki
135,Lusatian L,spiwas
136,Lusatian L,sejzes
137,Lusatian L,koza
138,Lusatian L,njebjo
139,Lusatian L,spas
140,Lusatian L,malki
141,Lusatian L,won
142,Lusatian L,dym
143,Lusatian L,gladki
144,Lusatian L,zmija
145,Lusatian L,sneg
146,Lusatian L,nekotary
147,Lusatian L,pluwas
148,Lusatian L,lomis
149,Lusatian L,gnesis
150,Lusatian L,klojs
151,Lusatian L,stojas
152,Lusatian L,gwezda
153,Lusatian L,kolk
154,Lusatian L,kamen
155,Lusatian L,
156,Lusatian L,cycas
157,Lusatian L,slynco
158,Lusatian L,spuchas se
159,Lusatian L,pluwas
160,Lusatian L,hogon
161,Lusatian L,won
162,Lusatian L,tam
163,Lusatian L,woni
164,Lusatian L,tlusty
165,Lusatian L,
166,Lusatian L,myslis
167,Lusatian L,ten
168,Lusatian L,ty
169,Lusatian L,tsi
170,Lusatian L,mjatas
171,Lusatian L,wezas
172,Lusatian L,jezyk
173,Lusatian L,zub
174,Lusatian L,strom
175,Lusatian L,werses
176,Lusatian L,dwa
177,Lusatian L,bluwas
178,Lusatian L,his
179,Lusatian L,soply
180,Lusatian L,mys
181,Lusatian L,woda
182,Lusatian L,my
183,Lusatian L,moksy
184,Lusatian L,co
185,Lusatian L,gdy
186,Lusatian L,zo
187,Lusatian L,bely
188,Lusatian L,chto
189,Lusatian L,syroki
190,Lusatian L,
191,Lusatian L,wets
192,Lusatian L,ksidlo
193,Lusatian L,huseras
194,Lusatian L,z
195,Lusatian L,zona
196,Lusatian L,
197,Lusatian L,cerw
198,Lusatian L,wy
199,Lusatian L,leto
200,Lusatian L,zolty
1,Lusatian U,wson
2,Lusatian U,i
3,Lusatian U,zwerjo
4,Lusatian U,popjel
5,Lusatian U,pri
6,Lusatian U,chribjet
7,Lusatian U,zly
8,Lusatian U,skora
9,Lusatian U,pretoz
10,Lusatian U,brjuch
11,Lusatian U,wulki
12,Lusatian U,ptak
13,Lusatian U,kusac
14,Lusatian U,corny
15,Lusatian U,krej
16,Lusatian U,duc
17,Lusatian U,kosc
18,Lusatian U,dychac
19,Lusatian U,zec
20,Lusatian U,dzeco
21,Lusatian U,kurjawa
22,Lusatian U,khlodny
23,Lusatian U,princ
24,Lusatian U,licic
25,Lusatian U,rezac
26,Lusatian U,dzen
27,Lusatian U,mrec
28,Lusatian U,kopac
29,Lusatian U,mazany
30,Lusatian U,pos
31,Lusatian U,pic
32,Lusatian U,suchi
33,Lusatian U,tupy
34,Lusatian U,proch
35,Lusatian U,wucho
36,Lusatian U,zemja
37,Lusatian U,jesc
38,Lusatian U,jejo
39,Lusatian U,woko
40,Lusatian U,padac
41,Lusatian U,daloki
42,Lusatian U,tuk
43,Lusatian U,wotc
44,Lusatian U,bojec so
45,Lusatian U,pjero
46,Lusatian U,
47,Lusatian U,wojowac
48,Lusatian U,wohen
49,Lusatian U,ryba
50,Lusatian U,pjec
51,Lusatian U,
52,Lusatian U,cec
53,Lusatian U,kwet
54,Lusatian U,lecec
55,Lusatian U,mhla
56,Lusatian U,noha
57,Lusatian U,styri
58,Lusatian U,mjerznyc
59,Lusatian U,
60,Lusatian U,dac
61,Lusatian U,dobry
62,Lusatian U,trawa
63,Lusatian U,zeleny
64,Lusatian U,crjewo
65,Lusatian U,wlos
66,Lusatian U,ruka
67,Lusatian U,won
68,Lusatian U,hlowa
69,Lusatian U,slysec
70,Lusatian U,wutroba
71,Lusatian U,cezki
72,Lusatian U,tu
73,Lusatian U,dyric
74,Lusatian U,dzerzec
75,Lusatian U,kak
76,Lusatian U,lojic
77,Lusatian U,muz
78,Lusatian U,ja
79,Lusatian U,lod
80,Lusatian U,jeli-zo
81,Lusatian U,w
82,Lusatian U,zabic
83,Lusatian U,znac
84,Lusatian U,jezor
85,Lusatian U,smjec so
86,Lusatian U,list
87,Lusatian U,lewy
88,Lusatian U,hwizdzel
89,Lusatian U,lezec
90,Lusatian U,zic
91,Lusatian U,jatra
92,Lusatian U,dolhi
93,Lusatian U,wos
94,Lusatian U,clowjek
95,Lusatian U,mnoho
96,Lusatian U,mjaso
97,Lusatian U,mac
98,Lusatian U,hora
99,Lusatian U,wusta
100,Lusatian U,mjeno
101,Lusatian U,wuzky
102,Lusatian U,blizki
103,Lusatian U,sija
104,Lusatian U,nowy
105,Lusatian U,noc
106,Lusatian U,nos
107,Lusatian U,ne
108,Lusatian U,stary
109,Lusatian U,jedyn
110,Lusatian U,druhi
111,Lusatian U,wosoba
112,Lusatian U,hrac
113,Lusatian U,cahac
114,Lusatian U,tolc
115,Lusatian U,desc
116,Lusatian U,cerwjeny
117,Lusatian U,prawy
118,Lusatian U,
119,Lusatian U,reka
120,Lusatian U,puc
121,Lusatian U,korjen
122,Lusatian U,powjac
123,Lusatian U,hnily
124,Lusatian U,trec
125,Lusatian U,sol
126,Lusatian U,pesk
127,Lusatian U,rjec
128,Lusatian U,skrabac
129,Lusatian U,morjo
130,Lusatian U,widzec
131,Lusatian U,symjo
132,Lusatian U,sic
133,Lusatian U,wotry
134,Lusatian U,krotki
135,Lusatian U,spewac
136,Lusatian U,sedzec
137,Lusatian U,koza
138,Lusatian U,njebjo
139,Lusatian U,spac
140,Lusatian U,maly
141,Lusatian U,won
142,Lusatian U,dym
143,Lusatian U,hladki
144,Lusatian U,zmija
145,Lusatian U,sneh
146,Lusatian U,nekelko
147,Lusatian U,pluwac
148,Lusatian U,lamac
149,Lusatian U,zimac
150,Lusatian U,kloc
151,Lusatian U,stejec
152,Lusatian U,hwezda
153,Lusatian U,kij
154,Lusatian U,kamjen
155,Lusatian U,
156,Lusatian U,cycac
157,Lusatian U,slonco
158,Lusatian U,zapuchac
