Feature,Language,Term
7,Danish,ond
8,Danish,bark
9,Danish,fordi
10,Danish,bug
11,Danish,stor
12,Danish,fugl
13,Danish,bide
14,Danish,sort
15,Danish,blod
16,Danish,blaese
17,Danish,ben
18,Danish,aande
19,Danish,braende
20,Danish,barn
21,Danish,sky
22,Danish,kold
23,Danish,komme
24,Danish,taelle
25,Danish,skaere
26,Danish,dag
27,Danish,do
28,Danish,grave
29,Danish,beskidt
30,Danish,hund
31,Danish,drikke
32,Danish,tor
33,Danish,slov
34,Danish,stov
35,Danish,ore
36,Danish,jord
37,Danish,spise
38,Danish,aeg
39,Danish,oje
40,Danish,falde
41,Danish,fjern
42,Danish,fedt
43,Danish,fader
44,Danish,frygte
45,Danish,fjer
46,Danish,faa
47,Danish,kaempe
48,Danish,ild
49,Danish,fisk
50,Danish,fem
51,Danish,flyde
52,Danish,flyde
53,Danish,blomst
54,Danish,flyve
55,Danish,taage
56,Danish,fod
57,Danish,fire
58,Danish,fryse
59,Danish,frugt
60,Danish,give
61,Danish,god
62,Danish,graes
63,Danish,gron
64,Danish,tarm
65,Danish,haar
66,Danish,haand
67,Danish,han
68,Danish,hoved
69,Danish,hore
70,Danish,hjerte
71,Danish,tung
72,Danish,her
73,Danish,"ramme,traeffe"
74,Danish,holde
75,Danish,hoorledes
76,Danish,jage
77,Danish,mand
78,Danish,jeg
79,Danish,is
80,Danish,hvis
81,Danish,i
82,Danish,draebe
83,Danish,vide
84,Danish,so
85,Danish,le
86,Danish,lov
87,Danish,venstre
88,Danish,ben
89,Danish,ligge
90,Danish,leve
91,Danish,lever
92,Danish,lang
93,Danish,lus
94,Danish,mand
95,Danish,mange
96,Danish,kod
97,Danish,moder
98,Danish,bjerg
99,Danish,mund
100,Danish,navn
101,Danish,smal
102,Danish,naer
103,Danish,hals
104,Danish,ny
105,Danish,nat
106,Danish,naese
107,Danish,ikke
108,Danish,gammel
109,Danish,en
110,Danish,anden
111,Danish,person
112,Danish,lege
113,Danish,traekke
114,Danish,stode
115,Danish,regn
116,Danish,rod
117,Danish,ret
118,Danish,hojre
119,Danish,flod
120,Danish,vej
121,Danish,rod
122,Danish,rep
123,Danish,raadden
124,Danish,gnide
125,Danish,salt
126,Danish,sand
127,Danish,sige
128,Danish,kradse
129,Danish,hav
130,Danish,se
131,Danish,saed
132,Danish,sy
133,Danish,skarp
134,Danish,kort
135,Danish,synge
136,Danish,sidde
137,Danish,hud
138,Danish,himmel
139,Danish,sove
140,Danish,lille
141,Danish,lugte
142,Danish,rog
143,Danish,glat
144,Danish,slange
145,Danish,sne
146,Danish,nogen
147,Danish,spytte
148,Danish,klove
149,Danish,trykke
150,Danish,stikke
151,Danish,staa
152,Danish,stjerne
153,Danish,stok
154,Danish,sten
155,Danish,lige
156,Danish,suge
157,Danish,sol
158,Danish,svulme
159,Danish,svomme
160,Danish,hale
161,Danish,"den,det"
162,Danish,der
163,Danish,de
164,Danish,tyk
165,Danish,tynd
166,Danish,taenke
167,Danish,"denne,dette"
168,Danish,du
169,Danish,tre
170,Danish,kaste
171,Danish,binde
172,Danish,tunge
173,Danish,tand
174,Danish,trae
175,Danish,vende sig
176,Danish,to
177,Danish,kaste op
178,Danish,gaa
179,Danish,varm
180,Danish,vaske
181,Danish,vand
182,Danish,vi
183,Danish,vaad
184,Danish,hvad
185,Danish,"hvornaar,naar"
186,Danish,hvor
187,Danish,hvid
188,Danish,hvem
189,Danish,bred
190,Danish,kone
191,Danish,vind
192,Danish,vinge
193,Danish,torre
194,Danish,med
195,Danish,kvinde
196,Danish,skov
197,Danish,orm
198,Danish,i
199,Danish,aar
200,Danish,gult
1,Dutch List,alles
2,Dutch List,en
3,Dutch List,dier
4,Dutch List,asch
5,Dutch List,te
6,Dutch List,rug
7,Dutch List,slecht
8,Dutch List,schors
9,Dutch List,omdat
10,Dutch List,buik
11,Dutch List,groot
12,Dutch List,vogel
13,Dutch List,bijten
14,Dutch List,zwart
15,Dutch List,bloed
16,Dutch List,"blazen,waaien"
17,Dutch List,"been,bot"
18,Dutch List,ademen
19,Dutch List,branden
20,Dutch List,kind
21,Dutch List,wolk
22,Dutch List,koud
23,Dutch List,komen
24,Dutch List,rekenen
25,Dutch List,snijden
26,Dutch List,dag
27,Dutch List,sterven
28,Dutch List,delven
29,Dutch List,vuil
30,Dutch List,hond
31,Dutch List,drinken
32,Dutch List,droog
33,Dutch List,stomp
34,Dutch List,stof
35,Dutch List,oor
36,Dutch List,aarde
37,Dutch List,eten
38,Dutch List,ei
39,Dutch List,oog
40,Dutch List,vallen
41,Dutch List,ver
42,Dutch List,vet
43,Dutch List,vader
44,Dutch List,vreezen
45,Dutch List,veder
46,Dutch List,weinig
47,Dutch List,vechten
48,Dutch List,vuur
49,Dutch List,visch
50,Dutch List,vijf
51,Dutch List,drijven
52,Dutch List,"stroomen,vloeien"
53,Dutch List,bloem
54,Dutch List,vliegen
55,Dutch List,"nevel,mist"
56,Dutch List,voet
57,Dutch List,vier
58,Dutch List,vriezen
59,Dutch List,vrucht
60,Dutch List,geven
61,Dutch List,goed
62,Dutch List,gras
63,Dutch List,groen
64,Dutch List,darm
65,Dutch List,haar
66,Dutch List,hand
67,Dutch List,hij
68,Dutch List,hoofd
69,Dutch List,hooren
70,Dutch List,hart
71,Dutch List,zwaar
72,Dutch List,hier
73,Dutch List,"raken,stooten"
74,Dutch List,houden
75,Dutch List,hoe
76,Dutch List,jagen
77,Dutch List,echtgenoot
78,Dutch List,ik
79,Dutch List,ijs
80,Dutch List,indien
81,Dutch List,"in,naar,bij,van,op"
82,Dutch List,"dooden,slackten"
83,Dutch List,weten
84,Dutch List,meer
85,Dutch List,lachen
86,Dutch List,blad
87,Dutch List,links
88,Dutch List,"been,poot"
89,Dutch List,liggen
90,Dutch List,leven
91,Dutch List,lever
92,Dutch List,lang
93,Dutch List,"vloo,luis"
94,Dutch List,man
95,Dutch List,veel
96,Dutch List,vleesch
97,Dutch List,moeder
98,Dutch List,berg
99,Dutch List,mond
100,Dutch List,naam
101,Dutch List,"nauw,eng"
102,Dutch List,nabij
103,Dutch List,"hals,nek"
104,Dutch List,nieuw
105,Dutch List,nacht
106,Dutch List,neus
107,Dutch List,niet
108,Dutch List,oud
109,Dutch List,een
110,Dutch List,"ander,nog een"
111,Dutch List,mensch
112,Dutch List,spelen
113,Dutch List,trekken
114,Dutch List,"schuiven,voortduwen"
115,Dutch List,regenen
116,Dutch List,rood
117,Dutch List,"richtig,recht,waar,echt"
118,Dutch List,"rechts,rechter"
119,Dutch List,rivier
120,Dutch List,weg
121,Dutch List,wortel
122,Dutch List,"touw,koord"
123,Dutch List,"verrot,versleten"
124,Dutch List,wrijven
125,Dutch List,zout
126,Dutch List,zand
127,Dutch List,zeggen
128,Dutch List,krablen
129,Dutch List,zee
130,Dutch List,zien
131,Dutch List,zaad
132,Dutch List,naaien
133,Dutch List,scherp
134,Dutch List,kort
135,Dutch List,zingen
136,Dutch List,zitten
137,Dutch List,huid
138,Dutch List,hemel
139,Dutch List,slaap
140,Dutch List,klein
141,Dutch List,ruiken
142,Dutch List,rook
143,Dutch List,"gelijk,glad"
144,Dutch List,slang
145,Dutch List,sneeuw
146,Dutch List,"eenige,sommige"
147,Dutch List,spuwen
148,Dutch List,splijten
149,Dutch List,persen
150,Dutch List,steken
151,Dutch List,staan
152,Dutch List,ster
153,Dutch List,stok
154,Dutch List,steen
155,Dutch List,recht
156,Dutch List,zuigen
157,Dutch List,zon
158,Dutch List,zwellen
159,Dutch List,zwemmen
160,Dutch List,staart
161,Dutch List,"die,dat,gene"
162,Dutch List,"daar,aldaar"
163,Dutch List,zij
164,Dutch List,dik
165,Dutch List,dun
166,Dutch List,denken
167,Dutch List,"deze,dit"
168,Dutch List,"gij,je"
169,Dutch List,drie
170,Dutch List,"werpen,smijten"
171,Dutch List,"binden,knoopen"
172,Dutch List,tong
173,Dutch List,tand
174,Dutch List,boom
175,Dutch List,"wenden,loeven"
176,Dutch List,twee
177,Dutch List,braken
178,Dutch List,wandelen
179,Dutch List,warm
180,Dutch List,wasschen
181,Dutch List,water
182,Dutch List,wij
183,Dutch List,nat
184,Dutch List,wat
185,Dutch List,wanneer
186,Dutch List,waar
187,Dutch List,wit
188,Dutch List,wie
189,Dutch List,"wijd,ruim"
190,Dutch List,"huisvrouw,vrouw"
191,Dutch List,wind
192,Dutch List,vleugel
193,Dutch List,vegen
194,Dutch List,"met,mede"
195,Dutch List,vrouw
196,Dutch List,bosch
197,Dutch List,worm
198,Dutch List,
199,Dutch List,jaar
200,Dutch List,geel
1,English ST,all
2,English ST,and
3,English ST,animal
4,English ST,ashes
5,English ST,at
6,English ST,back
7,English ST,bad
8,English ST,bark
9,English ST,because
10,English ST,belly
11,English ST,big
12,English ST,bird
13,English ST,bite
14,English ST,black
15,English ST,blood
16,English ST,blow
17,English ST,bone
18,English ST,breathe
19,English ST,burn
20,English ST,child
21,English ST,cloud
22,English ST,cold
23,English ST,come
24,English ST,count
25,English ST,cut
26,English ST,day
27,English ST,die
28,English ST,dig
29,English ST,dirty
30,English ST,dog
31,English ST,drink
32,English ST,dry
33,English ST,dull
34,English ST,dust
35,English ST,ear
36,English ST,earth
37,English ST,eat
38,English ST,egg
39,English ST,eye
40,English ST,fall
41,English ST,far
42,English ST,fat
43,English ST,father
44,English ST,fear
45,English ST,feather
46,English ST,few
47,English ST,fight
48,English ST,fire
49,English ST,fish
50,English ST,five
51,English ST,float
52,English ST,flow
53,English ST,flower
54,English ST,fly
55,English ST,fog
56,English ST,foot
57,English ST,four
58,English ST,freeze
59,English ST,fruit
60,English ST,give
61,English ST,good
62,English ST,grass
63,English ST,green
64,English ST,guts
65,English ST,hair
66,English ST,hand
67,English ST,he
68,English ST,head
69,English ST,hear
70,English ST,heart
71,English ST,heavy
72,English ST,here
73,English ST,to hit
74,English ST,hold
75,English ST,how
76,English ST,hunt
77,English ST,husband
78,English ST,i
79,English ST,ice
80,English ST,if
81,English ST,in
82,English ST,kill
83,English ST,know
84,English ST,lake
85,English ST,laugh
86,English ST,leaf
87,English ST,left
88,English ST,leg
89,English ST,lie
90,English ST,live
91,English ST,liver
92,English ST,long
93,English ST,louse
94,English ST,man
95,English ST,many
96,English ST,meat
97,English ST,mother
98,English ST,mountain
99,English ST,mouth
100,English ST,name
101,English ST,narrow
102,English ST,near
103,English ST,neck
104,English ST,new
105,English ST,night
106,English ST,nose
107,English ST,not
108,English ST,old
109,English ST,one
110,English ST,other
111,English ST,person
112,English ST,play
113,English ST,pull
114,English ST,push
115,English ST,rain
116,English ST,red
117,English ST,right
118,English ST,right
119,English ST,river
120,English ST,road
121,English ST,root
122,English ST,rope
123,English ST,rotten
124,English ST,rub
125,English ST,salt
126,English ST,sand
127,English ST,say
128,English ST,scratch
129,English ST,sea
130,English ST,see
131,English ST,seed
132,English ST,sew
133,English ST,sharp
134,English ST,short
135,English ST,sing
136,English ST,sit
137,English ST,skin
138,English ST,sky
139,English ST,sleep
140,English ST,small
141,English ST,smell
142,English ST,smoke
143,English ST,smooth
144,English ST,snake
145,English ST,snow
146,English ST,some
147,English ST,spit
148,English ST,split
149,English ST,squeeze
150,English ST,stab
151,English ST,stand
152,English ST,star
153,English ST,stick
154,English ST,stone
155,English ST,straight
156,English ST,suck
157,English ST,sun
158,English ST,swell
159,English ST,swim
160,English ST,tail
161,English ST,that
162,English ST,there
163,English ST,they
164,English ST,thick
165,English ST,thin
166,English ST,think
167,English ST,this
168,English ST,you
169,English ST,three
170,English ST,throw
171,English ST,tie
172,English ST,tongue
173,English ST,tooth
174,English ST,tree
175,English ST,turn
176,English ST,two
177,English ST,vomit
178,English ST,walk
179,English ST,warm
180,English ST,wash
181,English ST,water
182,English ST,we
183,English ST,wet
184,English ST,what
185,English ST,when
186,English ST,where
187,English ST,white
188,English ST,who
189,English ST,wide
190,English ST,wife
191,English ST,wind
192,English ST,wing
193,English ST,wipe
194,English ST,with
195,English ST,woman
196,English ST,woods
197,English ST,worm
198,English ST,you
199,English ST,year
200,English ST,yellow
1,Faroese,allir
2,Faroese,og
3,Faroese,dyrur
4,Faroese,oska
5,Faroese,"vid,i,a"
6,Faroese,bak
7,Faroese,illur
8,Faroese,borkur
9,Faroese,ti
10,Faroese,bukur
11,Faroese,"storur,mikill"
12,Faroese,fuglur
13,Faroese,bita
14,Faroese,svartur
15,Faroese,blod
16,Faroese,blasa
17,Faroese,bein
18,Faroese,anda
19,Faroese,brenna
20,Faroese,barn
21,Faroese,skyggj
22,Faroese,kaldur
23,Faroese,koma
24,Faroese,telja
25,Faroese,skera
26,Faroese,dagur
27,Faroese,"doyggja,andast"
28,Faroese,grava
29,Faroese,skitin
30,Faroese,hundur
31,Faroese,drekka
32,Faroese,turrur
33,Faroese,"ohvassur,bakki"
34,Faroese,"dust,stov"
35,Faroese,oyra
36,Faroese,mold
37,Faroese,eta
38,Faroese,egg
39,Faroese,eyga
40,Faroese,falla
41,Faroese,langt burtur
42,Faroese,"fiti,feitt"
43,Faroese,fadir
44,Faroese,"raedast,vera raddur"
45,Faroese,fjodur
46,Faroese,fair
47,Faroese,"berjast,slaast"
48,Faroese,eldur
49,Faroese,fiskur
50,Faroese,fimm
51,Faroese,flota
52,Faroese,renna
53,Faroese,bloma
54,Faroese,flugva
55,Faroese,toka
56,Faroese,fotur
57,Faroese,fyra
58,Faroese,frysta
59,Faroese,
60,Faroese,geva
61,Faroese,godur
62,Faroese,grass
63,Faroese,gronur
64,Faroese,"tarmar,garnar"
65,Faroese,har
66,Faroese,hond
67,Faroese,hann
68,Faroese,hovd
69,Faroese,hoyra
70,Faroese,hjarta
71,Faroese,
72,Faroese,her
73,Faroese,slaa
74,Faroese,halda
75,Faroese,hvussur
76,Faroese,veida
77,Faroese,madur
78,Faroese,eg
79,Faroese,isur
80,Faroese,"um,viss"
81,Faroese,i
82,Faroese,drepa
83,Faroese,vita
84,Faroese,vatn
85,Faroese,laea
86,Faroese,blad
87,Faroese,vinstri
88,Faroese,"bein,leggur"
89,Faroese,liggja
90,Faroese,liva
91,Faroese,livur
92,Faroese,langur
93,Faroese,lus
94,Faroese,"madur,kallmadur"
95,Faroese,mangur
96,Faroese,hold
97,Faroese,modir
98,Faroese,fjall
99,Faroese,munnur
100,Faroese,navn
101,Faroese,trongur
102,Faroese,nar
103,Faroese,halsur
104,Faroese,nyggjur
105,Faroese,natt
106,Faroese,nos
107,Faroese,ikki
108,Faroese,gamal
109,Faroese,ein
110,Faroese,annar
111,Faroese,madur
112,Faroese,leika
113,Faroese,"draga,toga"
114,Faroese,skumpa
115,Faroese,regna
116,Faroese,reydur
117,Faroese,raettur
118,Faroese,hogri
119,Faroese,a
120,Faroese,vegur
121,Faroese,rot
122,Faroese,reip
123,Faroese,"fugvin,rotin"
124,Faroese,gniggja
125,Faroese,salt
126,Faroese,sandur
127,Faroese,
128,Faroese,klora
129,Faroese,"sjogvur,hav"
130,Faroese,siggja
131,Faroese,frae
132,Faroese,seyma
133,Faroese,"beitur,hvassur"
134,Faroese,stuttur
135,Faroese,syngja
136,Faroese,sita
137,Faroese,"huo,skinn"
138,Faroese,"himin,himnal"
139,Faroese,sova
140,Faroese,"litil,smaur"
141,Faroese,tevja
142,Faroese,roykur
143,Faroese,slaettur
144,Faroese,"ormur,alanga"
145,Faroese,kavi
146,Faroese,nakrir
147,Faroese,spyta
148,Faroese,klugva
149,Faroese,kroysta
150,Faroese,stinga
151,Faroese,standa
152,Faroese,stjorna
153,Faroese,stavur
154,Faroese,"steinur,grot"
155,Faroese,"raettur,beinur"
156,Faroese,sugva
157,Faroese,sol
158,Faroese,"trutna,bolgna"
159,Faroese,svimja
160,Faroese,hali
161,Faroese,"tann,hin"
162,Faroese,har
163,Faroese,teir
164,Faroese,"tjukkur,digur"
165,Faroese,tunnur
166,Faroese,hugsa
167,Faroese,hetta
168,Faroese,tu
169,Faroese,triggir
170,Faroese,kasta
171,Faroese,binda
172,Faroese,tunga
173,Faroese,tonn
174,Faroese,trae
175,Faroese,snugva
176,Faroese,tveir
177,Faroese,spyggja
178,Faroese,ganga
179,Faroese,"heitur,lyggjur"
180,Faroese,tvaa
181,Faroese,vatn
182,Faroese,vit
183,Faroese,vatur
184,Faroese,hvat
185,Faroese,naer
186,Faroese,hvar
187,Faroese,hvitur
188,Faroese,hvor
189,Faroese,"vidur,breidur"
190,Faroese,kona
191,Faroese,vindur
192,Faroese,vongur
193,Faroese,turka
194,Faroese,vid
195,Faroese,kona
196,Faroese,skogur
197,Faroese,"madkur,ormur"
198,Faroese,tit
199,Faroese,ar
200,Faroese,gulur
1,Flemish,"alle,alles"
2,Flemish,en
3,Flemish,"dier,beest"
4,Flemish,asch
5,Flemish,"te,aen"
6,Flemish,rug
7,Flemish,slecht
8,Flemish,bast
9,Flemish,"want,omdat"
10,Flemish,buik
11,Flemish,groot
12,Flemish,vogel
13,Flemish,byten
14,Flemish,zwart
15,Flemish,bloed
16,Flemish,waeijen
17,Flemish,been
18,Flemish,ademen
19,Flemish,verbranden
20,Flemish,kind
21,Flemish,wolk
22,Flemish,koud
23,Flemish,komen
24,Flemish,tellen
25,Flemish,snyden
26,Flemish,dag
27,Flemish,sterven
28,Flemish,"graven,delven"
29,Flemish,"vies,vuil"
30,Flemish,hond
31,Flemish,drinken
32,Flemish,droog
33,Flemish,
34,Flemish,stof
35,Flemish,oor
36,Flemish,aerde
37,Flemish,eten
38,Flemish,ei
39,Flemish,oog
40,Flemish,vallen
41,Flemish,ver
42,Flemish,vet
43,Flemish,"papa,vader"
44,Flemish,vrezen
45,Flemish,
46,Flemish,weinig
47,Flemish,vechten
48,Flemish,"vuer,brand"
49,Flemish,visch
50,Flemish,vyf
51,Flemish,dryven
52,Flemish,stromen
53,Flemish,bloem
54,Flemish,vliegen
55,Flemish,mist
56,Flemish,voet
57,Flemish,vier
58,Flemish,bevriezen
59,Flemish,vrucht
60,Flemish,geven
61,Flemish,goed
62,Flemish,gras
63,Flemish,groen
64,Flemish,darmen
65,Flemish,"hair,haer"
66,Flemish,hand
67,Flemish,hy
68,Flemish,hoofd
69,Flemish,hooren
70,Flemish,hart
71,Flemish,zwaar
72,Flemish,hier
73,Flemish,"slaen,treffen,raken"
74,Flemish,"grypen,vasthouden"
75,Flemish,hoe
76,Flemish,jagen
77,Flemish,"echtgenoot,man"
78,Flemish,ik
79,Flemish,ys
80,Flemish,
81,Flemish,"in,by,op"
82,Flemish,dooden
83,Flemish,weten
84,Flemish,meer
85,Flemish,lachen
86,Flemish,blad
87,Flemish,linksch
88,Flemish,been
89,Flemish,liggen
90,Flemish,leven
91,Flemish,lever
92,Flemish,lang
93,Flemish,luis
94,Flemish,man
95,Flemish,"veel,vele"
96,Flemish,vleesch
97,Flemish,"moeder,mama"
98,Flemish,berg
99,Flemish,mond
100,Flemish,naem
101,Flemish,naauw
102,Flemish,dicht by
103,Flemish,hals
104,Flemish,nieuw
105,Flemish,nacht
106,Flemish,neus
107,Flemish,niet
108,Flemish,oud
109,Flemish,een
110,Flemish,andere
111,Flemish,"persoon,mensch"
112,Flemish,spelen
113,Flemish,trekken
114,Flemish,duwen
115,Flemish,regenen
116,Flemish,rood
117,Flemish,goed
118,Flemish,regtsch
119,Flemish,rivier
120,Flemish,weg
121,Flemish,wortel
122,Flemish,touw
123,Flemish,verrotten
124,Flemish,schuren
125,Flemish,zout
126,Flemish,zand
127,Flemish,zeggen
128,Flemish,krabben
129,Flemish,zee
130,Flemish,zien
131,Flemish,zaed
132,Flemish,naijen
133,Flemish,scherp
134,Flemish,kort
135,Flemish,zingen
136,Flemish,zitten
137,Flemish,huid
138,Flemish,hemel
139,Flemish,slapen
140,Flemish,klein
141,Flemish,ruiken
142,Flemish,rook
143,Flemish,"glad,effen"
144,Flemish,slang
145,Flemish,sneeuw
146,Flemish,"eenige,sommige"
147,Flemish,spuwen
148,Flemish,splitsen
149,Flemish,wringen
150,Flemish,steken
151,Flemish,staen
152,Flemish,ster
153,Flemish,stok
154,Flemish,steen
155,Flemish,recht
156,Flemish,zuigen
157,Flemish,zon
158,Flemish,opzwellen
159,Flemish,zwemmen
160,Flemish,steert
161,Flemish,"dat,die"
162,Flemish,daer
163,Flemish,zy
164,Flemish,dik
165,Flemish,dun
166,Flemish,denken
167,Flemish,"dit,deze"
168,Flemish,"u,gy"
169,Flemish,drie
170,Flemish,werpen
171,Flemish,binden
172,Flemish,tong
173,Flemish,tand
174,Flemish,boom
175,Flemish,draaijen
176,Flemish,twee
177,Flemish,braken
178,Flemish,loopen
179,Flemish,warm
180,Flemish,wasschen
181,Flemish,water
182,Flemish,wy
183,Flemish,nat
184,Flemish,wat
185,Flemish,wanneer
186,Flemish,waer
187,Flemish,wit
188,Flemish,wie
189,Flemish,wyd
190,Flemish,"echtgenoote,vrouw"
191,Flemish,wind
192,Flemish,vleugel
193,Flemish,veeg
194,Flemish,met
195,Flemish,vrouw
196,Flemish,"bosch,woud"
197,Flemish,worm
198,Flemish,"u,gy"
199,Flemish,jaer
200,Flemish,geel
1,French,tout
2,French,et
3,French,animal
4,French,cendre
5,French,a
6,French,dos
7,French,mauvais
8,French,ecorce
9,French,parce que
10,French,ventre
11,French,grand
12,French,oiseau
13,French,mordre
14,French,noir
15,French,sang
16,French,souffler
17,French,os
18,French,respirer
19,French,bruler
20,French,enfant
21,French,nuage
22,French,froid
23,French,venir
24,French,compter
25,French,couper
26,French,jour
27,French,mourir
28,French,creuser
29,French,sale
30,French,chien
31,French,boire
32,French,sec
33,French,emousse
34,French,poussiere
35,French,oreille
36,French,terre
37,French,manger
38,French,oeuf
39,French,oeil
40,French,tomber
41,French,loin
42,French,graisse
43,French,pere
44,French,craindre
45,French,plume
46,French,peu
47,French,se battre
48,French,feu
49,French,poisson
50,French,cinq
51,French,flotter
52,French,couler
53,French,fleur
54,French,voler
55,French,brouillard
56,French,pied
57,French,quatre
58,French,geler
59,French,fruit
60,French,donner
61,French,bon
62,French,herbe
63,French,vert
64,French,boyau
65,French,cheveu
66,French,main
67,French,il
68,French,tete
69,French,entendre
70,French,coeur
71,French,lourd
72,French,ici
73,French,frapper
74,French,tenir
75,French,comment
76,French,chasser
77,French,mari
78,French,je
79,French,glace
80,French,si
81,French,dans
82,French,tuer
83,French,savoir
84,French,lac
85,French,rire
86,French,feuille
87,French,gauche
88,French,jambe
89,French,se coucher
90,French,vivre
91,French,foie
92,French,long
93,French,pou
94,French,homme
95,French,beaucoup
96,French,viande
97,French,mere
98,French,montagne
99,French,bouche
100,French,nom
101,French,etroit
102,French,pres
103,French,cou
104,French,nouveau
105,French,nuit
106,French,nez
107,French,non
108,French,vieux
109,French,un
110,French,autre
111,French,personne
112,French,jouer
113,French,tirer
114,French,pousser
115,French,pleuvoir
116,French,rouge
117,French,juste
118,French,droit
119,French,riviere
120,French,chemin
121,French,racine
122,French,corde
123,French,pourri
124,French,frotter
125,French,sel
126,French,sable
127,French,dire
128,French,gratter
129,French,mer
130,French,voir
131,French,semence
132,French,coudre
133,French,tranchant
134,French,court
135,French,chanter
136,French,asseoir
137,French,peau
138,French,ciel
139,French,dormir
140,French,petit
141,French,sentir
142,French,fumee
143,French,lisse
144,French,serpent
145,French,neige
146,French,quelque
147,French,cracher
148,French,fendre
149,French,serrer
150,French,poignarder
151,French,debout
152,French,etoile
153,French,baton
154,French,pierre
155,French,droit
156,French,sucer
157,French,soleil
158,French,enfler
159,French,nager
160,French,queue
161,French,cela
162,French,la
163,French,ils
164,French,epais
165,French,mince
166,French,penser
167,French,ceci
168,French,tu
169,French,trois
170,French,jeter
171,French,lier
172,French,langue
173,French,dent
174,French,arbre
175,French,tourner
176,French,deux
177,French,vomir
178,French,marcher
179,French,chaud
180,French,laver
181,French,eau
182,French,nous
183,French,mouille
184,French,que
185,French,quand
186,French,ou
187,French,blanc
188,French,qui
189,French,large
190,French,"femme,epouse"
191,French,vent
192,French,aile
193,French,essuyer
194,French,avec
195,French,femme
196,French,bois
197,French,ver
198,French,vous
199,French,an
200,French,jaune
1,French Creole C,tut
2,French Creole C,"epi,e"
3,French Creole C,"bet,zanimo"
4,French Creole C,san
5,French Creole C,a
6,French Creole C,do
7,French Creole C,move
8,French Creole C,lapo bwa
9,French Creole C,"pis,a koz,bikoz"
10,French Creole C,"bude,vat"
11,French Creole C,"ghwa,gho"
12,French Creole C,"zibye,zwezo"
13,French Creole C,mode
14,French Creole C,nwe
15,French Creole C,sa
16,French Creole C,sufle
17,French Creole C,zo
